epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,145.789,1.38591,2.84283,1.53727,0.2437,0.25571,0.15455,0.07638,1.81986,3.12225,1.85566,0.000332,0.000332,0.000332
